ensembl_gene_id	chromosome_name	start_position	end_position	description	external_gene_name
ENSG00000183690	X	44146255	44343850	EF-hand domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26233]	EFHC2
ENSG00000183696	7	48088628	48108736	uridine phosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:12576]	UPP1
ENSG00000183718	5	181254077	181262068	tripartite motif containing 52 [Source:HGNC Symbol;Acc:HGNC:19024]	TRIM52
ENSG00000183742	7	20134655	20217457	MET transcriptional regulator MACC1 [Source:HGNC Symbol;Acc:HGNC:30215]	MACC1
ENSG00000183775	5	144170873	144485686	potassium channel tetramerization domain containing 16 [Source:HGNC Symbol;Acc:HGNC:29244]	KCTD16
ENSG00000183779	8	37695782	37700019	zinc finger protein 703 [Source:HGNC Symbol;Acc:HGNC:25883]	ZNF703
ENSG00000183808	8	93728155	93741098	RNA binding motif protein 12B [Source:HGNC Symbol;Acc:HGNC:32310]	RBM12B
ENSG00000183826	6	38168451	38640172	BTB domain containing 9 [Source:HGNC Symbol;Acc:HGNC:21228]	BTBD9
ENSG00000183876	5	150296343	150339307	arylsulfatase family member I [Source:HGNC Symbol;Acc:HGNC:32521]	ARSI
ENSG00000183943	X	3604340	3713649	protein kinase cAMP-dependent X-linked catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9441]	PRKX
ENSG00000184083	X	54068324	54183281	family with sequence similarity 120 member C [Source:HGNC Symbol;Acc:HGNC:16949]	FAM120C
ENSG00000184156	8	132120861	132481095	potassium voltage-gated channel subfamily Q member 3 [Source:HGNC Symbol;Acc:HGNC:6297]	KCNQ3
ENSG00000184194	X	53048789	53080615	G protein-coupled receptor 173 [Source:HGNC Symbol;Acc:HGNC:18186]	GPR173
ENSG00000184205	X	53082326	53088541	TSPY like 2 [Source:HGNC Symbol;Acc:HGNC:24358]	TSPYL2
ENSG00000184216	X	154010504	154019927	interleukin 1 receptor associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:6112]	IRAK1
ENSG00000184347	5	168661740	169301139	slit guidance ligand 3 [Source:HGNC Symbol;Acc:HGNC:11087]	SLIT3
ENSG00000184349	5	107376894	107670937	ephrin A5 [Source:HGNC Symbol;Acc:HGNC:3225]	EFNA5
ENSG00000184368	X	20006713	20117065	MAP7 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25899]	MAP7D2
ENSG00000184428	8	143304384	143359979	DNA topoisomerase I mitochondrial [Source:HGNC Symbol;Acc:HGNC:29787]	TOP1MT
ENSG00000184465	6	169457211	169702729	WD repeat domain 27 [Source:HGNC Symbol;Acc:HGNC:21248]	WDR27
ENSG00000184481	X	71095851	71103535	forkhead box O4 [Source:HGNC Symbol;Acc:HGNC:7139]	FOXO4
ENSG00000184489	8	141391497	141432456	protein tyrosine phosphatase 4A3 [Source:HGNC Symbol;Acc:HGNC:9636]	PTP4A3
ENSG00000184584	5	139475528	139482935	stimulator of interferon response cGAMP interactor 1 [Source:HGNC Symbol;Acc:HGNC:27962]	STING1
ENSG00000184634	X	71118543	71144103	mediator complex subunit 12 [Source:HGNC Symbol;Acc:HGNC:11957]	MED12
ENSG00000184661	8	25459199	25507911	cell division cycle associated 2 [Source:HGNC Symbol;Acc:HGNC:14623]	CDCA2
ENSG00000184675	X	64185117	64205708	APC membrane recruitment protein 1 [Source:HGNC Symbol;Acc:HGNC:26837]	AMER1
ENSG00000184786	6	169740106	169751587	dynein light chain Tctex-type 2 [Source:HGNC Symbol;Acc:HGNC:11695]	DYNLT2
ENSG00000184831	X	23833353	23908070	apolipoprotein O [Source:HGNC Symbol;Acc:HGNC:28727]	APOO
ENSG00000184840	5	177592195	177597242	transmembrane p24 trafficking protein 9 [Source:HGNC Symbol;Acc:HGNC:24878]	TMED9
ENSG00000184863	7	155644451	155781485	RNA binding motif protein 33 [Source:HGNC Symbol;Acc:HGNC:27223]	RBM33
ENSG00000184867	X	101655157	101659924	armadillo repeat containing X-linked 2 [Source:HGNC Symbol;Acc:HGNC:16869]	ARMCX2
ENSG00000184903	7	110662644	111562517	inner mitochondrial membrane peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:14598]	IMMP2L
ENSG00000184905	X	102125130	102140426	transcription elongation factor A like 2 [Source:HGNC Symbol;Acc:HGNC:29818]	TCEAL2
ENSG00000184995	9	21480839	21482313	interferon epsilon [Source:HGNC Symbol;Acc:HGNC:18163]	IFNE
ENSG00000185000	8	144314584	144326910	diacylglycerol O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2843]	DGAT1
ENSG00000185010	X	154835788	155026940	coagulation factor VIII [Source:HGNC Symbol;Acc:HGNC:3546]	F8
ENSG00000185015	8	85220587	85284073	carbonic anhydrase 13 [Source:HGNC Symbol;Acc:HGNC:14914]	CA13
ENSG00000185049	4	1982717	2041903	negative elongation factor complex member A [Source:HGNC Symbol;Acc:HGNC:12768]	NELFA
ENSG00000185055	7	105565120	105600875	EF-hand calcium binding domain 10 [Source:HGNC Symbol;Acc:HGNC:34531]	EFCAB10
ENSG00000185122	8	144291529	144314727	heat shock transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:5224]	HSF1
ENSG00000185127	6	169702126	169706360	chromosome 6 open reading frame 120 [Source:HGNC Symbol;Acc:HGNC:21247]	C6orf120
ENSG00000185129	5	140107777	140125619	purine rich element binding protein A [Source:HGNC Symbol;Acc:HGNC:9701]	PURA
ENSG00000185189	8	143833583	143840973	nuclear receptor binding protein 2 [Source:HGNC Symbol;Acc:HGNC:19339]	NRBP2
ENSG00000185222	X	103356461	103358472	transcription elongation factor A like 9 [Source:HGNC Symbol;Acc:HGNC:30084]	TCEAL9
ENSG00000185250	6	109390215	109441171	peptidylprolyl isomerase like 6 [Source:HGNC Symbol;Acc:HGNC:21557]	PPIL6
ENSG00000185261	5	94150851	94618604	KIAA0825 [Source:HGNC Symbol;Acc:HGNC:28532]	KIAA0825
ENSG00000185305	5	53883942	54310582	ARF like GTPase 15 [Source:HGNC Symbol;Acc:HGNC:25945]	ARL15
ENSG00000185345	6	161347417	162727775	parkin RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:8607]	PRKN
ENSG00000185467	7	99173572	99250075	karyopherin subunit alpha 7 [Source:HGNC Symbol;Acc:HGNC:21839]	KPNA7
ENSG00000185515	X	155071420	155123077	BRCA1/BRCA2-containing complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:24185]	BRCC3
ENSG00000185619	4	705748	770089	polycomb group ring finger 3 [Source:HGNC Symbol;Acc:HGNC:10066]	PCGF3
ENSG00000185641	5	116051917	116052289	ribosomal protein S25 (RPS25) pseudogene	
ENSG00000185697	8	66562175	66614247	MYB proto-oncogene like 1 [Source:HGNC Symbol;Acc:HGNC:7547]	MYBL1
ENSG00000185728	8	63168553	63212786	YTH N6-methyladenosine RNA binding protein F3 [Source:HGNC Symbol;Acc:HGNC:26465]	YTHDF3
ENSG00000185730	8	143289676	143299952	zinc finger protein 696 [Source:HGNC Symbol;Acc:HGNC:25872]	ZNF696
ENSG00000185753	X	40626921	40647569	chromosome X open reading frame 38 [Source:HGNC Symbol;Acc:HGNC:28589]	CXorf38
ENSG00000185760	6	72621792	73198853	potassium voltage-gated channel subfamily Q member 5 [Source:HGNC Symbol;Acc:HGNC:6299]	KCNQ5
ENSG00000185803	8	144333957	144361447	solute carrier family 52 member 2 [Source:HGNC Symbol;Acc:HGNC:30224]	SLC52A2
ENSG00000185825	X	153698006	153725957	B cell receptor associated protein 31 [Source:HGNC Symbol;Acc:HGNC:16695]	BCAP31
ENSG00000185900	8	43093498	43131180	protein O-mannose kinase [Source:HGNC Symbol;Acc:HGNC:26267]	POMK
ENSG00000185915	X	21654690	21658330	kelch like family member 34 [Source:HGNC Symbol;Acc:HGNC:26634]	KLHL34
ENSG00000185920	9	95442980	95517057	patched 1 [Source:HGNC Symbol;Acc:HGNC:9585]	PTCH1
ENSG00000185955	7	100456620	100464260	sperm acrosome developmental regulator [Source:HGNC Symbol;Acc:HGNC:22135]	SPACDR
ENSG00000185963	9	92711363	92764833	BICD cargo adaptor 2 [Source:HGNC Symbol;Acc:HGNC:17208]	BICD2
ENSG00000185973	X	155488606	155719107	trimethyllysine hydroxylase, epsilon [Source:HGNC Symbol;Acc:HGNC:18308]	TMLHE
ENSG00000186088	7	77310751	77416419	gamma-secretase activating protein [Source:HGNC Symbol;Acc:HGNC:28042]	GSAP
ENSG00000186106	8	100509752	100559784	ankyrin repeat domain 46 [Source:HGNC Symbol;Acc:HGNC:27229]	ANKRD46
ENSG00000186314	5	145471799	145835369	PRELI domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28306]	PRELID2
ENSG00000186340	6	169215780	169254060	thrombospondin 2 [Source:HGNC Symbol;Acc:HGNC:11786]	THBS2
ENSG00000186350	9	134317098	134440585	retinoid X receptor alpha [Source:HGNC Symbol;Acc:HGNC:10477]	RXRA
ENSG00000186376	X	135248590	135344113	zinc finger protein 75D [Source:HGNC Symbol;Acc:HGNC:13145]	ZNF75D
ENSG00000186416	X	119588337	119606443	NFKB repressing factor [Source:HGNC Symbol;Acc:HGNC:19374]	NKRF
ENSG00000186462	X	73212299	73215239	nucleosome assembly protein 1 like 2 [Source:HGNC Symbol;Acc:HGNC:7638]	NAP1L2
ENSG00000186468	5	82273320	82278414	ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:10410]	RPS23
ENSG00000186470	6	26365159	26382797	butyrophilin subfamily 3 member A2 [Source:HGNC Symbol;Acc:HGNC:1139]	BTN3A2
ENSG00000186472	7	82754012	83162930	piccolo presynaptic cytomatrix protein [Source:HGNC Symbol;Acc:HGNC:13406]	PCLO
ENSG00000186480	7	155296731	155311963	insulin induced gene 1 [Source:HGNC Symbol;Acc:HGNC:6083]	INSIG1
ENSG00000186493	5	2752131	2755397	IRX2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:24226]	IRX2-DT
ENSG00000186523	8	12182096	12194133	family with sequence similarity 86 member B1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:28268]	FAM86B1
ENSG00000186577	6	34246381	34249108	small integral membrane protein 29 [Source:HGNC Symbol;Acc:HGNC:1340]	SMIM29
ENSG00000186591	7	129830732	129952977	ubiquitin conjugating enzyme E2 H [Source:HGNC Symbol;Acc:HGNC:12484]	UBE2H
ENSG00000186625	6	149594873	149648972	katanin catalytic subunit A1 [Source:HGNC Symbol;Acc:HGNC:6216]	KATNA1
ENSG00000186676	7	125033453	125035301	eukaryotic translation elongation factor 1 gamma pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44556]	EEF1GP1
ENSG00000186687	5	131170918	131205428	LYR motif containing 7 [Source:HGNC Symbol;Acc:HGNC:28072]	LYRM7
ENSG00000186767	X	63347228	63351332	spindlin family member 4 [Source:HGNC Symbol;Acc:HGNC:27040]	SPIN4
ENSG00000186787	X	57118551	57121840	spindlin family member 2B [Source:HGNC Symbol;Acc:HGNC:33147]	SPIN2B
ENSG00000186871	X	72204657	72239027	ERCC excision repair 6 like, spindle assembly checkpoint helicase [Source:HGNC Symbol;Acc:HGNC:20794]	ERCC6L
ENSG00000186918	8	28345590	28402701	zinc finger protein 395 [Source:HGNC Symbol;Acc:HGNC:18737]	ZNF395
ENSG00000186952	5	110289233	110738956	transmembrane protein 232 [Source:HGNC Symbol;Acc:HGNC:37270]	TMEM232
ENSG00000187189	6	116249964	116254075	TSPY like 4 [Source:HGNC Symbol;Acc:HGNC:21559]	TSPYL4
ENSG00000187257	7	77696459	77783022	round spermatid basic protein 1 like [Source:HGNC Symbol;Acc:HGNC:24765]	RSBN1L
ENSG00000187325	X	78129748	78139688	TATA-box binding protein associated factor 9b [Source:HGNC Symbol;Acc:HGNC:17306]	TAF9B
ENSG00000187372	5	141213919	141218979	protocadherin beta 13 [Source:HGNC Symbol;Acc:HGNC:8684]	PCDHB13
ENSG00000187391	7	78017055	79453667	membrane associated guanylate kinase, WW and PDZ domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18957]	MAGI2
ENSG00000187566	6	18120440	18122677	NHL repeat containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:21576]	NHLRC1
ENSG00000187601	X	55452127	55453566	MAGE family member H1 [Source:HGNC Symbol;Acc:HGNC:24092]	MAGEH1
ENSG00000187626	6	28241697	28252924	zinc finger with KRAB and SCAN domains 4 [Source:HGNC Symbol;Acc:HGNC:13854]	ZKSCAN4
ENSG00000187678	5	142310420	142326455	sprouty RTK signaling antagonist 4 [Source:HGNC Symbol;Acc:HGNC:15533]	SPRY4
ENSG00000187713	9	137204082	137205648	transmembrane protein 203 [Source:HGNC Symbol;Acc:HGNC:28217]	TMEM203
ENSG00000187735	8	53966552	54022448	transcription elongation factor A1 [Source:HGNC Symbol;Acc:HGNC:11612]	TCEA1
ENSG00000187808	X	119758588	119760202	sosondowah ankyrin repeat domain family member D [Source:HGNC Symbol;Acc:HGNC:32960]	SOWAHD
ENSG00000187837	6	26054760	26056470	H1.2 linker histone, cluster member [Source:HGNC Symbol;Acc:HGNC:4716]	H1-2
ENSG00000187840	8	38030512	38060365	eukaryotic translation initiation factor 4E binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3288]	EIF4EBP1
ENSG00000187866	9	68780065	68785566	PP2A Aalpha (PPP2R1A) and B55A (PPP2R2A) interacting phosphatase regulator 1 [Source:HGNC Symbol;Acc:HGNC:23490]	PABIR1
ENSG00000187954	8	144449582	144462871	zinc finger TRAF-type containing 1 [Source:HGNC Symbol;Acc:HGNC:17806]	ZFTRAF1
ENSG00000187955	8	120059780	120373573	collagen type XIV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2191]	COL14A1
ENSG00000187987	6	28425321	28443502	zinc finger and SCAN domain containing 23 [Source:HGNC Symbol;Acc:HGNC:21193]	ZSCAN23
ENSG00000188021	X	56563627	56567868	ubiquilin 2 [Source:HGNC Symbol;Acc:HGNC:12509]	UBQLN2
ENSG00000188107	6	63719980	65707226	eyes shut homolog [Source:HGNC Symbol;Acc:HGNC:21555]	EYS
ENSG00000188112	6	42092233	42142620	chromosome 6 open reading frame 132 [Source:HGNC Symbol;Acc:HGNC:21288]	C6orf132
ENSG00000188152	9	96928310	96940253	NUT family member 2G [Source:HGNC Symbol;Acc:HGNC:23449]	NUTM2G
ENSG00000188153	X	108439745	108697547	collagen type IV alpha 5 chain [Source:HGNC Symbol;Acc:HGNC:2207]	COL4A5
ENSG00000188158	X	17375200	17735994	NHS actin remodeling regulator [Source:HGNC Symbol;Acc:HGNC:7820]	NHS
ENSG00000188185	7	39733122	39794745	long intergenic non-protein coding RNA 265 [Source:HGNC Symbol;Acc:HGNC:28019]	LINC00265
ENSG00000188186	7	100148912	100155944	late endosomal/lysosomal adaptor, MAPK and MTOR activator 4 [Source:HGNC Symbol;Acc:HGNC:33772]	LAMTOR4
ENSG00000188191	7	549196	728268	protein kinase cAMP-dependent type I regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9390]	PRKAR1B
ENSG00000188242	5	466124	473098	SLC9A3 3' UTR overlapping transcript 1 [Source:HGNC Symbol;Acc:HGNC:24524]	SLC9A3-OT1
ENSG00000188312	9	92325953	92620529	centromere protein P [Source:HGNC Symbol;Acc:HGNC:32933]	CENPP
ENSG00000188343	8	93698561	93731527	CBY1 interacting BAR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30452]	CIBAR1
ENSG00000188372	7	76397518	76442071	zona pellucida glycoprotein 3 [Source:HGNC Symbol;Acc:HGNC:13189]	ZP3
ENSG00000188419	X	85861180	86047561	CHM Rab escort protein [Source:HGNC Symbol;Acc:HGNC:1940]	CHM
ENSG00000188428	6	8013566	8064414	biogenesis of lysosomal organelles complex 1 subunit 5 [Source:HGNC Symbol;Acc:HGNC:18561]	BLOC1S5
ENSG00000188451	6	158237336	158242797	signal recognition particle 72 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:31096]	SRP72P2
ENSG00000188483	9	129175552	129178261	immediate early response 5 like [Source:HGNC Symbol;Acc:HGNC:23679]	IER5L
ENSG00000188573	5	168529305	168530634	fibrillarin like 1 [Source:HGNC Symbol;Acc:HGNC:35458]	FBLL1
ENSG00000188706	X	129803288	129844215	zinc finger DHHC-type palmitoyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:18475]	ZDHHC9
ENSG00000188710	9	130892707	130896812	pyroglutamylated RFamide peptide [Source:HGNC Symbol;Acc:HGNC:29982]	QRFP
ENSG00000188725	5	61157704	61163142	small integral membrane protein 15 [Source:HGNC Symbol;Acc:HGNC:33861]	SMIM15
ENSG00000188732	7	23680114	23703249	family with sequence similarity 221 member A [Source:HGNC Symbol;Acc:HGNC:27977]	FAM221A
ENSG00000188763	7	73433778	73436120	frizzled class receptor 9 [Source:HGNC Symbol;Acc:HGNC:4047]	FZD9
ENSG00000188818	5	795605	858973	zinc finger DHHC-type containing 11 [Source:HGNC Symbol;Acc:HGNC:19158]	ZDHHC11
ENSG00000188873	8	47157118	47157771	ribosomal protein L10a pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:31081]	RPL10AP2
ENSG00000188883	7	139450625	139483674	killer cell lectin like receptor G2 [Source:HGNC Symbol;Acc:HGNC:24778]	KLRG2
ENSG00000188917	X	101009346	101052135	tRNA methyltransferase 2 homolog B [Source:HGNC Symbol;Acc:HGNC:25748]	TRMT2B
ENSG00000188938	9	93431441	93453581	family with sequence similarity 120 member A opposite strand [Source:HGNC Symbol;Acc:HGNC:23389]	FAM120AOS
ENSG00000188986	9	137255327	137273542	negative elongation factor complex member B [Source:HGNC Symbol;Acc:HGNC:24324]	NELFB
ENSG00000188994	6	87151803	87265943	zinc finger protein 292 [Source:HGNC Symbol;Acc:HGNC:18410]	ZNF292
ENSG00000189007	6	143422832	143450695	adenosine deaminase tRNA specific 2 [Source:HGNC Symbol;Acc:HGNC:21172]	ADAT2
ENSG00000189043	7	10931943	10940531	NDUFA4 mitochondrial complex associated [Source:HGNC Symbol;Acc:HGNC:7687]	NDUFA4
ENSG00000189045	5	75611182	75681773	ankyrin repeat and death domain containing 1B [Source:HGNC Symbol;Acc:HGNC:32525]	ANKDD1B
ENSG00000189077	7	75986831	75994656	transmembrane protein 120A [Source:HGNC Symbol;Acc:HGNC:21697]	TMEM120A
ENSG00000189134	6	28259297	28260958	NFKB activating protein like [Source:HGNC Symbol;Acc:HGNC:21584]	NKAPL
ENSG00000189143	7	73799542	73832690	claudin 4 [Source:HGNC Symbol;Acc:HGNC:2046]	CLDN4
ENSG00000189157	4	76214040	76284294	family with sequence similarity 47 member E [Source:HGNC Symbol;Acc:HGNC:34343]	FAM47E
ENSG00000189166	7	56991888	57009149	trinucleotide repeat containing 18 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:34015]	TNRC18P3
ENSG00000189221	X	43654907	43746821	monoamine oxidase A [Source:HGNC Symbol;Acc:HGNC:6833]	MAOA
ENSG00000189241	6	116267760	116279930	TSPY like 1 [Source:HGNC Symbol;Acc:HGNC:12382]	TSPYL1
ENSG00000189298	6	28349911	28369172	zinc finger with KRAB and SCAN domains 3 [Source:HGNC Symbol;Acc:HGNC:13853]	ZKSCAN3
ENSG00000189308	4	82909973	83012983	lin-54 DREAM MuvB core complex component [Source:HGNC Symbol;Acc:HGNC:25397]	LIN54
ENSG00000189320	7	135728348	135748813	family with sequence similarity 180 member A [Source:HGNC Symbol;Acc:HGNC:33773]	FAM180A
ENSG00000189369	X	51743442	51746232	G1 to S phase transition 2 [Source:HGNC Symbol;Acc:HGNC:4622]	GSPT2
ENSG00000189376	8	123219967	123241384	chromosome 8 open reading frame 76 [Source:HGNC Symbol;Acc:HGNC:25924]	C8orf76
ENSG00000189420	X	153411434	153426481	ZFP92 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:12865]	ZFP92
ENSG00000196092	9	36833269	37034268	paired box 5 [Source:HGNC Symbol;Acc:HGNC:8619]	PAX5
ENSG00000196126	6	32577902	32589848	major histocompatibility complex, class II, DR beta 1 [Source:HGNC Symbol;Acc:HGNC:4948]	HLA-DRB1
ENSG00000196150	8	144876497	144902217	zinc finger protein 250 [Source:HGNC Symbol;Acc:HGNC:13044]	ZNF250
ENSG00000196152	9	127424374	127449728	zinc finger protein 79 [Source:HGNC Symbol;Acc:HGNC:13153]	ZNF79
ENSG00000196204	7	4973988	5040675	ring finger protein 216 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33610]	RNF216P1
ENSG00000196205	9	133019486	133020874	eukaryotic translation elongation factor 1 alpha 1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:3200]	EEF1A1P5
ENSG00000196230	6	30717435	30725538	tubulin beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	TUBB
ENSG00000196247	7	64666099	64711577	zinc finger protein 107 [Source:HGNC Symbol;Acc:HGNC:12887]	ZNF107
ENSG00000196260	6	30931353	30955636	surfactant associated 2 [Source:HGNC Symbol;Acc:HGNC:18386]	SFTA2
ENSG00000196262	7	44796678	44824564	peptidylprolyl isomerase A [Source:HGNC Symbol;Acc:HGNC:9253]	PPIA
ENSG00000196275	7	74796144	74851611	GTF2I repeat domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30775]	GTF2IRD2
ENSG00000196284	6	44809317	45377953	SPT3 homolog, SAGA and STAGA complex component [Source:HGNC Symbol;Acc:HGNC:11466]	SUPT3H
ENSG00000196295	7	30516309	30595286	GARS1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:48951]	GARS1-DT
ENSG00000196313	7	72879349	72951440	POM121 transmembrane nucleoporin [Source:HGNC Symbol;Acc:HGNC:19702]	POM121
ENSG00000196335	7	23710203	23832513	serine/threonine kinase 31 [Source:HGNC Symbol;Acc:HGNC:11407]	STK31
ENSG00000196338	X	71143286	71175255	neuroligin 3 [Source:HGNC Symbol;Acc:HGNC:14289]	NLGN3
ENSG00000196366	9	136483495	136486067	chromosome 9 putative open reading frame 163 [Source:HGNC Symbol;Acc:HGNC:26718]	C9orf163
ENSG00000196367	7	98877933	99050831	transformation/transcription domain associated protein [Source:HGNC Symbol;Acc:HGNC:12347]	TRRAP
ENSG00000196368	X	51490011	51496592	nudix hydrolase 11 [Source:HGNC Symbol;Acc:HGNC:18011]	NUDT11
ENSG00000196378	8	144772224	144788684	zinc finger protein 34 [Source:HGNC Symbol;Acc:HGNC:13098]	ZNF34
ENSG00000196411	7	100802563	100827555	EPH receptor B4 [Source:HGNC Symbol;Acc:HGNC:3395]	EPHB4
ENSG00000196440	X	101418287	101533459	armadillo repeat containing X-linked 4 [Source:HGNC Symbol;Acc:HGNC:28615]	ARMCX4
ENSG00000196453	7	149431363	149461062	zinc finger protein 777 [Source:HGNC Symbol;Acc:HGNC:22213]	ZNF777
ENSG00000196456	7	150368790	150398634	zinc finger protein 775 [Source:HGNC Symbol;Acc:HGNC:28501]	ZNF775
ENSG00000196459	X	13712244	13734635	trafficking protein particle complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:23068]	TRAPPC2
ENSG00000196503	4	56505209	56524959	ARF like GTPase 9 [Source:HGNC Symbol;Acc:HGNC:23592]	ARL9
ENSG00000196507	X	103607451	103629690	transcription elongation factor A like 3 [Source:HGNC Symbol;Acc:HGNC:28247]	TCEAL3
ENSG00000196511	7	144451941	144836419	thiamin pyrophosphokinase 1 [Source:HGNC Symbol;Acc:HGNC:17358]	TPK1
ENSG00000196526	4	7758713	7939926	actin filament associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24017]	AFAP1
ENSG00000196569	6	128883138	129516566	laminin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6482]	LAMA2
ENSG00000196586	6	75749175	75919537	myosin VI [Source:HGNC Symbol;Acc:HGNC:7605]	MYO6
ENSG00000196591	6	113933028	114011308	histone deacetylase 2 [Source:HGNC Symbol;Acc:HGNC:4853]	HDAC2
ENSG00000196632	X	54192823	54358642	WNK lysine deficient protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:14543]	WNK3
ENSG00000196636	7	97117698	97181763	succinate dehydrogenase complex assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:21752]	SDHAF3
ENSG00000196652	7	99500398	99535360	zinc finger with KRAB and SCAN domains 5 [Source:HGNC Symbol;Acc:HGNC:12867]	ZKSCAN5
ENSG00000196670	5	180847611	180861285	ZFP62 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:23241]	ZFP62
ENSG00000196683	7	22812628	22822849	translocase of outer mitochondrial membrane 7 [Source:HGNC Symbol;Acc:HGNC:21648]	TOMM7
ENSG00000196715	7	65873074	65959563	vitamin K epoxide reductase complex subunit 1 like 1 [Source:HGNC Symbol;Acc:HGNC:21492]	VKORC1L1
ENSG00000196739	9	114155537	114312511	collagen type XXVII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22986]	COL27A1
ENSG00000196741	X	47483571	47484823	long intergenic non-protein coding RNA 1560 [Source:HGNC Symbol;Acc:HGNC:27333]	LINC01560
ENSG00000196743	5	151212150	151270440	ganglioside GM2 activator [Source:HGNC Symbol;Acc:HGNC:4367]	GM2A
ENSG00000196747	6	27808173	27808667	H2A clustered histone 13 [Source:HGNC Symbol;Acc:HGNC:4725]	H2AC13
ENSG00000196787	6	27133043	27135292	H2A clustered histone 11 [Source:HGNC Symbol;Acc:HGNC:4737]	H2AC11
ENSG00000196812	6	28107689	28130082	zinc finger and SCAN domain containing 16 [Source:HGNC Symbol;Acc:HGNC:20813]	ZSCAN16
ENSG00000196821	6	34587288	34696881	inflammation and lipid regulator with UBA-like and NBR1-like domains [Source:HGNC Symbol;Acc:HGNC:21215]	ILRUN
ENSG00000196911	6	116681187	116741867	karyopherin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6398]	KPNA5
ENSG00000196923	5	177483393	177497608	PDZ and LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:22958]	PDLIM7
ENSG00000196924	X	154348524	154374638	filamin A [Source:HGNC Symbol;Acc:HGNC:3754]	FLNA
ENSG00000196937	7	121347792	121398471	FAM3 metabolism regulating signaling molecule C [Source:HGNC Symbol;Acc:HGNC:18664]	FAM3C
ENSG00000196972	X	135094985	135098712	small integral membrane protein 10 like 2B [Source:HGNC Symbol;Acc:HGNC:34500]	SMIM10L2B
ENSG00000196976	X	154477775	154479281	L antigen family member 3 [Source:HGNC Symbol;Acc:HGNC:26058]	LAGE3
ENSG00000196998	X	49074433	49101203	WD repeat domain 45 [Source:HGNC Symbol;Acc:HGNC:28912]	WDR45
ENSG00000197008	7	64794388	64833681	zinc finger protein 138 [Source:HGNC Symbol;Acc:HGNC:12922]	ZNF138
ENSG00000197021	X	149929527	149938831	endothelium and lymphocyte associated ASCH domain 2 [Source:HGNC Symbol;Acc:HGNC:17402]	EOLA2
ENSG00000197024	7	149126416	149183042	zinc finger protein 398 [Source:HGNC Symbol;Acc:HGNC:18373]	ZNF398
ENSG00000197037	7	99616623	99632408	zinc finger and SCAN domain containing 25 [Source:HGNC Symbol;Acc:HGNC:21961]	ZSCAN25
ENSG00000197043	5	151100706	151157815	annexin A6 [Source:HGNC Symbol;Acc:HGNC:544]	ANXA6
ENSG00000197062	6	28267058	28278224	zinc finger and SCAN domain containing 26 [Source:HGNC Symbol;Acc:HGNC:12978]	ZSCAN26
ENSG00000197081	6	159969082	160113507	insulin like growth factor 2 receptor [Source:HGNC Symbol;Acc:HGNC:5467]	IGF2R
ENSG00000197093	7	100159244	100168953	galactose-3-O-sulfotransferase 4 [Source:HGNC Symbol;Acc:HGNC:24145]	GAL3ST4
ENSG00000197140	8	39106990	39284917	ADAM metallopeptidase domain 32 [Source:HGNC Symbol;Acc:HGNC:15479]	ADAM32
